doi,title,authors,affiliations,abstract,journal,published_date,crossref_type,url,source_issn,abs_journal_title,abs_field,abs_publisher,abs_ajg2024,abs_ajg2021,abs_ajg2018
10.1111/padm.70045,Issue Information,,,,Public Administration,2026-06-08,journal-article,https://doi.org/10.1111/padm.70045,1467-9299,Public Administration,PUB SEC,Wiley-Blackwell,4,4,4
10.1111/1467-8551.70078,Challenging Business Schools Through Subversive Performativity: The Potential of Art‐based Pedagogies,Sylvain Bureau; Laëtitia Gabay‐Mariani; Justine Buriller; Fiammetta Cascioli Karivalis,ESCP Business School 79 Av. de la République Paris 75011 France; KEDGE Business School 40 av Terroirs de France Paris 75012 France,"Abstract Business schools are often criticized for reproducing growth‐oriented norms, but alternative pedagogies remain difficult to normalize. Drawing on Butler's theory of subversive performativity, this study examines how art‐based pedagogy enables academics to challenge growth logics in business schools by transforming their identities over time. Based on a 17‐year study of the Improbable seminar, combining autoethnography, archival analysis and visual semiotic analysis of 90 student artworks, we develop a process model of subversive performativity comprising three phases: doing, undoing and redoing growth norms. Across these phases, distinct identity perceptions, leveraging practices and layered conditions of possibility interact across organizational, pedagogical, student and field levels. Our findings show how professors come to inhabit hybrid academic‐activist identities that make post‐growth pedagogical practices both legitimate and institutionally viable, thereby contributing to research on performativity and management education.",British Journal of Management,2026-06-08,journal-article,https://doi.org/10.1111/1467-8551.70078,1467-8551,British Journal of Management,ETHICS-CSR-MAN,Wiley-Blackwell,4,4,4
10.1080/14719037.2026.2685255,Negativity trumps source: exploring the perceptions of AI-advice among public officials,Yuyan Cao; Xin Liang,Shanghai Jiao Tong University,,Public Management Review,2026-06-07,journal-article,https://doi.org/10.1080/14719037.2026.2685255,1471-9045,Public Management Review,PUB SEC,Taylor & Francis,4,4,3.0
10.1111/jpim.70049,"Responsible Innovation Management in Profit‐Driven Firms: A Cross‐Cultural Analysis in Germany, India, and Japan",Shashi Matta; Maximilian Bauer; Anna Reith; Tomoko Kawakami; Linda Hamdi‐Kidar; Rajeev Gopalakrishnan,Catholic University of Eichstätt‐Ingolstadt Ingolstadt Germany; Waseda University Business School Tokyo Japan; TBS Business School Toulouse France,"ABSTRACT Responsible innovation (RI) challenges profit‐driven firms to reconcile market pressures with societal and environmental responsibilities. We ask how firms integrate anticipation, reflexivity, inclusion, and responsiveness (ARIR) into responsible innovation management (RIM), and how national context and cultural dimensions shape the degree and form of RIM. Using inductive grounded theory, we conducted 60 semi‐structured interviews with innovation managers and senior decision makers in multinational firms in Germany, India, and Japan. We develop a culturally anchored conceptual model in which external environments shape national dominant innovation foci, and both national innovation focus and cultural values act as antecedents of ARIR enactment, with top management's RI advocacy amplifying integration when responsibility is not institutionally dominant. Cross‐national comparisons reveal pillar‐specific patterns. German firms show broad ARIR alignment across all four pillars. Japanese firms exhibit a high degree of ARIR integration, but a form of RIM in which governance emphasis falls on anticipation, reflexivity, and inclusion, with responsiveness less developed as a proactive routine. Indian firms exhibit more variable alignment that strengthens when top management champions RI. By theorizing RIM as a process‐centric, variance‐sensitive construct and explaining its cultural contingencies, the study advances innovation management research on how firms institutionalize RI under persistent economic‐responsibility tensions.",Journal of Product Innovation Management,2026-06-07,journal-article,https://doi.org/10.1111/jpim.70049,1540-5885,Journal of Product Innovation Management,INNOV,Wiley-Blackwell,4,4,4
10.1002/job.70101,Blessing or Curse? Understanding When and How Coworkers Negatively or Positively React to Leader Gratitude Expression,Bo Lv; Jie Xiao; Ping Jin; Hongyu Xue; Jiaxin Xue; Chenghao Men,Renmin Business School Renmin University of China Beijing China; Pinghu City Jianfa Investment Group Co. Ltd Jiaxing China; School of Labor and Human Resources Renmin University of China Beijing China; School of Management Shandong University Jinan China,"ABSTRACT While previous studies have mainly adopted a dyadic lens to examine the influence of leader gratitude expression, our research shifts the focus to a third‐party perspective to understand coworkers' dual reactions to it. Drawing on the appraisal theories of emotion, our research identifies coworker trait psychological entitlement as a key boundary condition influencing their appraisals and subsequent responses. Specifically, we propose that, when observing leader gratitude expression directed at focal employees, coworkers with higher levels of psychological entitlement are more likely to appraise the gratitude as undeserving, leading to feelings of envy and, consequently, social undermining. In contrast, coworkers with lower levels of psychological entitlement are more likely to appraise the gratitude as deserving and feel admiration after observing it, thereby increasing affiliative citizenship behavior. We find support for our hypotheses in two field studies and a scenario‐based experiment. Our research highlights the dual effects of leader gratitude expression within the broader social context involving coworkers, contributing to both the existing literature and managerial practice.",Journal of Organizational Behavior,2026-06-07,journal-article,https://doi.org/10.1002/job.70101,1099-1379,Journal of Organizational Behavior,PSYCH (WOP-OB),Wiley-Blackwell,4,4,4
10.1111/joms.70123,Hidden in Plain Sight: Conceptualizing Platform Auxiliaries and Their Conflicting Impacts on Platforms' Value Architecture,Donato Cutolo; Andrew Hargadon; Martin Kenney,"IE University; University of California, Davis","Abstract This paper introduces the concept of platform auxiliaries to identify a set of actors that provide independent resources explicitly designed to support complementors in their value creation and capture activities. Platform auxiliaries capitalize on unmet needs of complementors within platforms, offering services such as third‐party software development kits (SDKs) for app developers, social media analytics tools for content creators, rental management software for hosts, and even fake review services for sellers. Although the presence and relevance of these actors have been largely overlooked in platform research, we demonstrate the importance of recognizing their distinctive role and their conflicting impacts on platform value architectures. Specifically, we theorize three mechanisms through which auxiliaries support complementors (augmenting their development and commercialization capabilities on the focal platform, increasing access to platform‐specific information, and expanding their activities beyond the focal platform), discussing how they enhance complementors' engagement and innovation potential, thereby fostering generativity on the platform. Yet, because auxiliaries operate outside the architectural framework established by the platform owner, in supporting complementors, they may reshape fundamental channels underpinning architectural stability, such as platform curation, information distribution, and platform compatibility, potentially weakening the control mechanisms through which the platform owner manages the platform and captures value.",Journal of Management Studies,2026-06-07,journal-article,https://doi.org/10.1111/joms.70123,1467-6486,Journal of Management Studies,ETHICS-CSR-MAN,Wiley-Blackwell,4,4,4
10.1111/iere.70080,College Loans and Human Capital Investment,Chao Fu; Hsuan‐Chih (Luke) Lin; Atsuko Tanaka,University of Wisconsin‐Madison Madison Wisconsin USA; National Bureau of Economic Research USA; National Taiwan University Taipei Taiwan; University of Calgary Alberta Canada,"ABSTRACT College loans facilitate access to education, but the repayment burden may distort posteducation human capital investment. We examine the role of college loans and loan repayment policies through a structural model of individuals' dynamic decisions on borrowing/saving, labor supply, and costly human capital investment. We estimate two versions of the model using data from NLSY79: one with natural borrowing limits and another with parameterized limits. Counterfactual simulations suggest that, relative to the standard fixed repayment plan, income‐driven repayment (IDR) plans modestly increase educational attainment, lifetime earnings, and individual welfare; accounting for lifetime income taxes, they also increase government revenue.",International Economic Review,2026-06-07,journal-article,https://doi.org/10.1111/iere.70080,1468-2354,International Economic Review,ECON,Wiley-Blackwell,4,4,4
