doi,title,authors,affiliations,abstract,journal,published_date,crossref_type,url,source_issn,abs_journal_title,abs_field,abs_publisher,abs_ajg2024,abs_ajg2021,abs_ajg2018
10.1177/10422587261450569,From Personal to Collective Powers: Towards Gender Inclusivity in Entrepreneurial Ecosystems,Iulia Stroila; Elina Isakova; Helle Neergaard,"FH Münster University for Applied Sciences, Germany; University of Twente, Enschede, the Netherlands; Aarhus University, Aarhus Centrum, Denmark","Entrepreneurship research increasingly seeks to explain how systemic change towards gender inclusivity unfolds. Drawing on a critical realist case study, we develop a morphogenetic account of how such change becomes possible within entrepreneurial ecosystems through structural and cultural conditioning , social interaction , and structural and cultural elaboration . We show that bonding and bridging function as collective, agential mechanisms through which women and their allies reflexively contest gendered constraints and mobilise resource gatekeepers, thereby enabling shifts in ecosystem norms and practices over time. By doing so, the study bridges women’s entrepreneurship, ecosystem scholarship, and critical realism through a processual explanation of change.",Entrepreneurship Theory and Practice,2026-06-07,journal-article,https://doi.org/10.1177/10422587261450569,1540-6520,Entrepreneurship Theory and Practice,ENT-SBM,Wiley-Blackwell,4*,4,4
