doi,title,authors,affiliations,abstract,journal,published_date,crossref_type,url,source_issn,abs_journal_title,abs_field,abs_publisher,abs_ajg2024,abs_ajg2021,abs_ajg2018
10.1080/14719037.2026.2725790,"Introducing public management and global sporting mega-events: public value, ecosystems, learning and temporality",Alex G. Gillett; Kevin D. Tennent; Michael Macaulay,"University of York, York, England, United Kingdom; Victoria University of Wellington, Wellington, New Zealand",,Public Management Review,2026-09-12,journal-article,https://doi.org/10.1080/14719037.2026.2725790,1471-9045,Public Management Review,PUB SEC,Taylor & Francis,4,4,3.0
