doi,title,authors,affiliations,abstract,journal,published_date,crossref_type,url,source_issn,abs_journal_title,abs_field,abs_publisher,abs_ajg2024,abs_ajg2021,abs_ajg2018
10.1080/02678373.2026.2722069,Leisure under lock: cognitive activation and motivation erosion as mechanisms undermining experiential quality of leisure time,Rosine Rutten; Wilken Wehrt,Maastricht University,,Work &amp; Stress,2026-09-19,journal-article,https://doi.org/10.1080/02678373.2026.2722069,1464-5335,Work and Stress,PSYCH (WOP-OB),Taylor & Francis,4,4,3.0
