doi,title,authors,affiliations,abstract,journal,published_date,crossref_type,url,source_issn,abs_journal_title,abs_field,abs_publisher,abs_ajg2024,abs_ajg2021,abs_ajg2018
10.1007/s11192-026-05699-7,The enduring influence of retracted research: determinants and citation patterns across three disciplines,Antonio García-Romero; Samuel González-Mancebo; Carla Espallardo-Ortega; Manuel A. Concepción,,"Abstract Scientific retractions play a crucial role in maintaining the integrity of academic research. However, retracted articles continue to be cited, raising concerns about the persistence of flawed research in scholarly discourse. This study investigates the determinants of post-retraction citations in three disciplines—Business, Social Sciences, and Technology—using a dataset of 531 articles from the Retraction Watch database. We enhance the data with citation metrics from Scopus and Semantic Scholar and institutional prestige from the Academic Ranking of World Universities. Employing a self-controlled case series approach—using each article’s pre-retraction citations as a baseline—we apply negative binomial regression for rate modeling to compare citation patterns before and after formal retraction. Our analysis reveals that retracted papers published in prestigious journals and authored by scholars from top-ranked institutions receive more post-retraction citations. Moreover, leveraging Semantic Scholar’s citation types (Highly Influential, Background, Methodology, and Results), we assess how retracted articles continue to shape subsequent research. We found that the prestige of journals and authors’ institutions also influence highly influential and background citations. Additionally, the severity of misconduct is not significant in any of the models, implying that the scientific community in these three fields appears unaware of questionable research practices. These findings underscore the need for better mechanisms to prevent the spread of erroneous research and raise important questions about the role of academic prestige in the continuation of flawed science.",Scientometrics,2026-07-30,journal-article,https://doi.org/10.1007/s11192-026-05699-7,1588-2861,Scientometrics,INNOV,Springer Nature,4,4,4
10.1111/risa.70318,Mathematical Modeling of Viral RNA Copies in Indoor Environments: Pre‐Processor for Risk Assessment and Decision‐Making Support Tool for Public Health,Seungjae Gwak; Seongmin Cho; David Y. H. Pui; Dong‐Bin Kwak,Department of Manufacturing Systems and Design Engineering Seoul National University of Science and Technology Seoul Republic of Korea; Department of Mechanical Engineering College of Science and Engineering University of Minnesota Minneapolis Minnesota USA,"ABSTRACT Quantifying human exposure to airborne respiratory viruses is essential for infection risk assessment modeling and evidence‐based infection control policies. However, accurate size and time resolved estimates of airborne viral RNA copies in indoor spaces are often hindered by existing models that compress complex droplet physics into too simplified processes. Therefore, we present a size‐resolved framework that couples saliva‐specific evaporation and residue formation with gravitational settling to compute airborne viral RNA covering 1–2000 µm under varied temperature, relative humidity, and ambient pressure (101.325 and 75.3 kPa). Our framework also combines particle volume contribution considering saliva mass uncertainty, viral load, viral half‐life, exhalation mechanisms (talking, coughing, sneezing), and ventilation effects. Under literature‐based half‐life inputs and volume‐proportional RNA allocation, viral load and size‐resolved airborne lifetime dominated the simulated RNA‐copy trends, although the role of viral half‐life may vary if RNA decay differs from infectivity decay or if viral RNA concentrates in long‐suspended fine aerosols. Talking dominates persistence of airborne RNA copies since coughing and sneezing produce larger droplets that settle quickly. Also, model predictions are compared with hospital air‐sampling datasets. The 50‐percentile of saliva mass provides the closest match, with most samples falling within roughly one order of magnitude and central tendency close to unbiased. Our model is designed to serve as (1) pre‐processor that supplies inputs for infection‐risk assessment modeling studies and (2) decision‐making support tool, facilitating public‐health intervention. Therefore, we also provide an online web tool that allows users to directly adjust inputs and immediately analyze scenario‐specific outcomes.",Risk Analysis,2026-07-30,journal-article,https://doi.org/10.1111/risa.70318,1539-6924,Risk Analysis,SOC SCI,Wiley-Blackwell,4,4,4
10.1080/14719037.2026.2708832,Understanding red tape perceptions of street-level bureaucrats: a multilevel cross-country analysis,Qianhui Li,City University of Hong Kong,,Public Management Review,2026-07-30,journal-article,https://doi.org/10.1080/14719037.2026.2708832,1471-9045,Public Management Review,PUB SEC,Taylor & Francis,4,4,3.0
10.1108/ijopm-11-2025-1141,Making profits and reducing carbon emissions simultaneously: How can this be achieved in remanufacturing?,Yunting Feng; Kee-Hung Lai; Xiaoping Zhao; Qinghua Zhu,"Glorious Sun School of Economics and Management, Donghua University , ,; The Hong Kong Polytechnic University Department of Logistics and Maritime Studies, Faculty of Business, , ,; Research Centre for ESG Advancement, The Hong Kong Polytechnic University , ,; Research Institute of Economics and Management, Southwestern University of Finance and Economics , ,; Antai College of Economics and Management, Shanghai Jiao Tong University , ,","Purpose This paper examines how independent remanufacturers (IRs) can properly orchestrate their capabilities and stakeholder relationships to achieve synergistic performance outcomes, namely improved economic profitability (EP) and carbon emissions reduction (CER), simultaneously. Design/methodology/approach Adopting a question-driven and abductive research design, we investigate the joint effects of capabilities and stakeholder relationships on IRs' performance outcomes. We first conduct in-depth interviews with senior executives of IRs, which inform us about configurational logic and construct selection. We then employ fuzzy-set qualitative comparative analyses (fsQCA) to examine how different combinations of these factors collectively influence performance outcomes. Findings The results identify two configurations associated with high EP, in which technological capability, marketing capability, and relationships with customers, original equipment manufacturers, and governments consistently emerge as core conditions, and one configuration that generates high CER. Although the core conditions differ across outcomes, the fsQCA results reveal a common cross-domain pathway through which IRs can simultaneously achieve high EP and high CER. Practical implications The findings suggest that IRs should configure their capabilities and stakeholder relationships to simultaneously support economic viability and environmental sustainability, rather than focusing on isolated capabilities or single stakeholders. IRs should pursue coherent configurations that integrate technological, collection, and marketing capabilities with complementary stakeholder relationships; configurations lacking these critical elements may systematically lead to unfavorable outcomes. Originality/value It advances remanufacturing and operations management research by revealing the configurational mechanisms through which capabilities and stakeholder relationships jointly generate synergistic performance outcomes, and by identifying the conditions under which dual objectives can be achieved simultaneously in remanufacturing.",International Journal of Operations &amp; Production Management,2026-07-30,journal-article,https://doi.org/10.1108/ijopm-11-2025-1141,1758-6593,International Journal of Operations and Production Management,OPS&TECH,Emerald,4,4,4
10.1002/smj.70112,Simulating strategic interactions with AI agents,Matteo Tranchero; Cecil‐Francis Brenninkmeijer; Arul Murugan; Abhishek Nagaraj,"The Wharton School University of Pennsylvania Philadelphia Pennsylvania USA; Fuqua School of Business Duke University Durham North Carolina USA; School of Information University of California, Berkeley Berkeley California USA; Haas School of Business University of California, Berkeley Berkeley California USA","Abstract Research Summary We explore how Large Language Models (LLMs) can serve as synthetic subjects to inform strategy research. We introduce a framework for designing and running simulated experiments with LLM‐powered agents. We argue that this approach is useful for rapid, low‐cost prototyping of human experiments and for generating novel hypotheses. We apply the framework to the exploration–exploitation dilemma and show that LLM‐based experiments reproduce patterns observed among human participants. We then vary parameters and boundary conditions to illustrate how the same setup can support design iteration and surface hypotheses about when and why established results change. In the conclusion, we discuss the promise and limitations of artificial intelligence agents as “model organisms” for strategy. Managerial Summary Artificial intelligence (AI) agents are beginning to enter firms as tools that can execute work, from writing code to coordinating complex tasks across systems. This article argues that their value for strategy extends beyond task automation: AI agents can also be used to simulate strategic interactions and assess how strategies perform under alternative assumptions. In our exploration–exploitation application, these simulations reproduce core patterns from prior human experiments and reveal where those patterns weaken or reverse. Used this way, AI agents can help firms prototype strategic choices, stress‐test assumptions, and direct managerial attention toward promising leads before larger commitments of time and effort.",Strategic Management Journal,2026-07-29,journal-article,https://doi.org/10.1002/smj.70112,1097-0266,Strategic Management Journal,STRAT,Wiley-Blackwell,4*,4*,4*
10.1111/puar.70163,The Matthew Effect in American Generosity? Philanthropic Disparities and the Role of Government Support,Viviana Chiu Sik Wu; Ji Ma; Chao Guo,"School of Public Policy University of Massachusetts Amherst Amherst Massachusetts USA; The O'Neill School of Public and Environmental Affairs Indiana University Bloomington Bloomington Indiana USA; Gradel Institute of Charity, New College University of Oxford Oxford UK; School of Social Policy and Practice University of Pennsylvania Philadelphia Pennsylvania USA","ABSTRACT This study examines how economic, racial, and ecological dimensions of community disadvantage shape philanthropic donations to local human services nonprofit sectors, and whether government support mitigates these place‐based disparities. Using a novel county‐level panel dataset spanning 2000–2019, we combine descriptive analyses with mixed‐effects regression models to estimate both direct and moderating relationships. We find that per capita private donations are significantly lower in economically deprived communities and significantly higher in rural communities, while minority prominence shows no statistically significant association with private giving. While government funding crowds in private donations overall, its moderating role is context specific. Government support does not attenuate philanthropic disparities linked to economic deprivation or minority prominence, but it crowds in private donations more strongly in rural counties than in urban counties. These findings highlight the contingent role of government support and underscore the need for targeted policy strategies to address philanthropic disparities across communities.",Public Administration Review,2026-07-29,journal-article,https://doi.org/10.1111/puar.70163,1540-6210,Public Administration Review,PUB SEC,Wiley-Blackwell,4*,4*,4*
10.1111/puar.70168,"Bureaucracy Remade, Citizens Reconfigured: Accountability, Digitalization, and the Transformation of Public Administration",Habib Zafarullah,University of New England Armidale Australia,,Public Administration Review,2026-07-29,journal-article,https://doi.org/10.1111/puar.70168,1540-6210,Public Administration Review,PUB SEC,Wiley-Blackwell,4*,4*,4*
10.1287/isre.2023.0432,Predicting Consumer In-Store Purchase Through Real-Time Video Analytics: An Advanced Computer Vision and Deep Learning Approach,Rubing Li; Wen Wang; Kaiquan Xu; Anindya Ghose; Beibei Li,"Leonard N. Stern School of Business, Department of Technology, Operations and Statistics, New York University, New York, New York 10012; and Robert H. Smith School of Business, University of Maryland, College Park, Maryland 20742; Business School, Renmin University of China, Beijing 100872, China; Leonard N. Stern School of Business, Department of Technology, Operations and Statistics, New York University, New York, New York 10012; H. John Heinz III College, Heinz College of Information Systems and Public Policy, Pittsburgh, Pennsylvania 15213","Physical retailers have long lacked the real-time behavioral visibility that online platforms enjoy through clickstream data. This research addresses that gap by introducing a video analytics framework that transforms in-store security camera footage into a rich, structured behavioral record: an ""offline clickstream."" Using computer vision and deep learning techniques, including person re-identification, trajectory reconstruction, pose estimation, and vision-language models, the system extracts moment-by-moment signals of shopper intent: how customers move through the store, how they interact with products, and how their body language evolves during a visit. A transformer-based prediction model trained on these signals achieves dramatically better purchase prediction accuracy than conventional demographic or contextual benchmarks alone: improving predictive performance by up to 79% on key metrics. Beyond prediction, the framework supports five real-time targeting policies; simulations show that a persuadability-based policy yields a 13.1% profit lift over no targeting. For retailers and policymakers, this research offers a scalable, privacy-conscious blueprint for bridging the capability gap between physical and digital commerce, enabling timely, personalized interventions that improve customer experience and store profitability.",Information Systems Research,2026-07-29,journal-article,https://doi.org/10.1287/isre.2023.0432,1526-5536,Information Systems Research,INFO MAN,Institute for Operations Research and the Management Sciences,4*,4*,4*
10.5465/amj.2024.0596,Ideology or Identity? CEO Political Party Affiliation and Conformity in Competitive Strategy,Krishnan Nair; Eric Lee,Texas A&M University,,Academy of Management Journal,2026-07-29,journal-article,https://doi.org/10.5465/amj.2024.0596,1948-0989,Academy of Management Journal,ETHICS-CSR-MAN,Academy of Management,4*,4*,4*
10.1177/09500170261432924,“We Have to Do Something”: The Lived Reality of Investigating Online Child Sexual Abuse in Sweden,Alva Lindholm; Robin Burrow; Anna Larsson,"Umeå University, Umeå, Västerbotten County, Sweden; University of York, York, UK; Police Officer, Sweden","In this article we foreground the occupational experiences of ‘Anna’, an online child sexual abuse investigator in the Swedish police force. We do so for two main reasons: to provide a much-needed insight into the lived realities of this under-researched form of extreme work; and to progress our theoretical understanding of the phenomenon of moral injury. In relation to the former, through Anna we reveal what the work of investigating online child sexual abuse involves, the challenges investigators encounter and the personal and emotional tolls paid along the way. In relation to the latter, we (re)conceive—and shift the focus of extant analysis—away from moral injury as a purely individualized phenomenon, to understanding the systemic conditions that contribute to, create and amplify it. In doing so what we reveal are the organizational and institutional dimensions of moral injuries, which thus far remain largely overlooked and unexplored.","Work, Employment and Society",2026-07-29,journal-article,https://doi.org/10.1177/09500170261432924,1469-8722,"Work, Employment and Society",HRM&EMP,SAGE,4,4,4
