doi,title,authors,affiliations,abstract,journal,published_date,crossref_type,url,source_issn,abs_journal_title,abs_field,abs_publisher,abs_ajg2024,abs_ajg2021,abs_ajg2018
10.1257/aer.20240056,Uncertainty and Change: Survey Evidence of Firms' Subjective Beliefs,Rüdiger Bachmann; Kai Carstensen; Stefan Lautenbacher; Manuel Menkhoff; Martin Schneider,"University of Michigan, CEPR, CESifo, ifo Institute, DIW, and IZA (email: ); Kiel University, CESifo, and ifo Institute (email: ); Formerly ifo Institute and LMU Munich (email: ); University of Copenhagen, ifo Institute, CESifo, and CEBI (email: ); Stanford University, CEPR, and NBER (email: )","This paper studies how managers plan under uncertainty. In a new panel survey of German manufacturing firms, we observe both forecasts of sales growth and a quantitative measure of subjective uncertainty. We show that subjective uncertainty reflects change experienced by firms: It is high when growth is either unusually low or unusually high. Subjective uncertainty is more than conditional volatility; while more volatile firms are typically more uncertain, experienced change alone increases uncertainty, consistent with a model of learning. Uncertainty over our sample is mostly idiosyncratic but varies substantially over time and leads managers to plan lower employment and prices. (JEL C83, D22, E20, E23)",American Economic Review,2026-08-01,journal-article,https://doi.org/10.1257/aer.20240056,1944-7981,American Economic Review,ECON,American Economic Association,4*,4*,4*
10.1257/aer.20241007,The Productivity of Professions: Evidence from the Emergency Department,David Chan; Yiqun Chen,"US Department of Veterans Affairs, UC Berkeley, and NBER (email: )","This paper studies the productivity of nurse practitioners (NPs) and physicians, two professions performing overlapping tasks but with starkly different backgrounds, training, and pay. Using quasi-experimental variation in patient assignment to NPs versus physicians in Veterans Health Administration emergency departments, we find that, on average, NPs use more resources and exhibit a higher 30-day preventable hospitalization rate than physicians. However, the NP-physician performance difference varies by case complexity and severity. Importantly, even larger productivity variation exists within each profession, leading to substantial overlap between the productivity distributions of the two professions; NPs outperform physicians in 38 percent of random pairs. (JEL I11, I18, J24, J44, M53)",American Economic Review,2026-08-01,journal-article,https://doi.org/10.1257/aer.20241007,1944-7981,American Economic Review,ECON,American Economic Association,4*,4*,4*
10.1257/aer.20220264,Talent Hoarding in Organizations,Ingrid Haegele,LMU Munich (email: ),"Most organizations rely on managers to identify talented workers. However, managers who are evaluated on team performance have an incentive to hoard workers. This study provides the first empirical evidence of talent hoarding using personnel records and survey evidence from a large firm. Talent hoarding is self-reported by three-fourths of managers, is detectable in manager ratings of worker talent, and occurs more frequently under stronger hoarding incentives, proxied by performance-related pay, team size, and talent visibility. Using quasi-random exposure to talent hoarding, I show that hoarding deters internal job applications, inhibiting career progression and altering talent allocation in the firm. (JEL D22, J23, L60, M12, M51, M54)",American Economic Review,2026-08-01,journal-article,https://doi.org/10.1257/aer.20220264,1944-7981,American Economic Review,ECON,American Economic Association,4*,4*,4*
10.1257/aer.20231414,Remote Work and City Structure,Ferdinando Monte; Charly Porcher; Esteban Rossi-Hansberg,"McDonough School of Business, Georgetown University (email: ); Georgetown McDonough School of Business, Georgetown University (email: ); University of Chicago (email: )","Relative to remote work, working downtown facilitates valuable interactions with other in-office workers but entails commuting costs. The resulting coordination mechanism can lead to multiple stationary equilibria with varying levels of remote work. Temporary reductions in commuters, as in the COVID-19 pandemic, can lead to persistently large fractions of remote workers. Cell phone-based mobility data for the United States shows commuting trips in the largest cities, which are more likely to exhibit multiplicity, have stabilized at only 60 percent of prepandemic levels, while they are fully back in smaller cities. Cities with permanently low commuting experience average welfare losses of 2.3 percent. (JEL I12, J22, M54, R23, R31)",American Economic Review,2026-08-01,journal-article,https://doi.org/10.1257/aer.20231414,1944-7981,American Economic Review,ECON,American Economic Association,4*,4*,4*
10.1257/aer.20240712,Random Utility with Unobservable Alternatives,Haruki Kono; Kota Saito; Alec Sandroni,MIT (email: ); Caltech (email: ),"The random utility model (RUM), a cornerstone in economics, is typically studied under the assumption that choice frequencies of all alternatives are observable. In practice, however, some alternatives have unobservable choice frequencies and are commonly aggregated into a single category called an outside option. We study RUM in such environments and derive a finite, nonredundant system of inequality constraints on observed choice frequencies that characterizes RU-rationalizability. We show that the conventional practice of aggregating unobserved alternatives can miss key information leading to incorrect conclusions such as that observed choices are rationalizable, even when no RUM is consistent with them. (JEL D11, D44, D83)",American Economic Review,2026-08-01,journal-article,https://doi.org/10.1257/aer.20240712,1944-7981,American Economic Review,ECON,American Economic Association,4*,4*,4*
10.1257/aer.20231696,Professional Motivations in the Public Sector: Evidence from Police Officers,Aaron Chalfin; Felipe Gonçalves,"University of Pennsylvania and NBER (email: ); University of California, Los Angeles and NBER (email: )","We study how public sector workers balance their professional motivations with private economic concerns, focusing on police arrests. Arrests made near the end of an officer's shift typically require overtime work, and officers respond by reducing arrest frequency but increasing arrest quality. Days in which an officer works a second job after their police shift have higher opportunity cost, also reducing late-shift arrests. Combining our estimates in a dynamic model identifies officer preferences over workplace activity and overtime work. Our results indicate that officers' private costs of arrests have a first-order impact on the quantity and quality of enforcement. (JEL K42, J33, J45)",American Economic Review,2026-08-01,journal-article,https://doi.org/10.1257/aer.20231696,1944-7981,American Economic Review,ECON,American Economic Association,4*,4*,4*
10.1257/aer.20240497,Merger Effects and Antitrust Enforcement: Evidence from US Consumer Packaged Goods,Vivek Bhattacharya; Gastón Illanes; David Stillerman,"Department of Economics, Northwestern University, and NBER (email: ); Kogod School of Business, American University (email: )","We document the effects of a comprehensive set of mergers of consumer packaged goods manufacturers on prices, quantities, and product assortment. Across specifications, we find a small average price effect of mergers (−0.5−1.1 percent) but substantial heterogeneity, with a standard deviation between 3.9 and 7.6 percentage points. Through a model of enforcement, we find that agencies act as if they challenge mergers they expect would increase prices more than 4.8 to 6.3 percent. Increases in stringency would reduce prices and the prevalence of completed price-increasing mergers, with minimal impacts on blocked price-decreasing mergers, at significantly greater agency burden. (JEL D43, G34, K21, L13, L41, L66)",American Economic Review,2026-08-01,journal-article,https://doi.org/10.1257/aer.20240497,1944-7981,American Economic Review,ECON,American Economic Association,4*,4*,4*
10.1257/aer.116.8.i,Front Matter,,,,American Economic Review,2026-08-01,journal-article,https://doi.org/10.1257/aer.116.8.i,1944-7981,American Economic Review,ECON,American Economic Association,4*,4*,4*
10.1257/aer.20240094,Energy Transitions in Regulated Markets,Gautam Gowrisankaran; Ashley Langer; Mar Reguant,"Columbia University, CEPR, and NBER (email: ); University of Arizona and NBER (email: ); ICREA-IAE-CSIC, BSE, CEPR, and NBER (email: )","Natural gas has replaced coal as the dominant fuel for US electricity generation. However, utilities in regulated US states have retired coal more slowly than others. We build a structural model of rate-of-return regulation during an energy transition where utilities face trade-offs between lowering costs and maintaining and using legacy capacity. A regulated utility facing carbon taxes lowers short-run coal generation 48 percent as much as a cost minimizer would. Thirty years after a sudden energy transition, a cost minimizer has retired 71 percent more coal capacity than the regulated utility. Alternative regulations may jeopardize affordability and reliability goals during energy transitions. (JEL D24, L94, L98, Q35, Q48)",American Economic Review,2026-08-01,journal-article,https://doi.org/10.1257/aer.20240094,1944-7981,American Economic Review,ECON,American Economic Association,4*,4*,4*
10.1257/aer.20240617,Designing Dynamic Reassignment Mechanisms: Evidence from GP Allocation,Ingrid Huitfeldt; Victoria Marone; Daniel Waldinger,"Department of Economics, BI Norwegian Business School (email: ); Department of Economics, Yale University (email: ); Department of Economics, New York University (email: )","We study the problem of designing a dynamic reassignment mechanism when agents' preferences over objects change over time. In the context of Norway's system for (re)assigning patients to general practitioners (GPs), we provide direct evidence of misallocation under the current mechanism—patients waiting for each others' GPs, but who cannot trade—and estimate a structural model of GP-switching behavior to evaluate alternatives. Introducing top trading cycles (TTC) would, on average, reduce waiting times and increase patient welfare. However, patients endowed with less desirable GPs would be harmed. Prioritizing these patients can avoid these harms while preserving most of the gains from TTC. (JEL D82, H51, I11, I13, I18)",American Economic Review,2026-08-01,journal-article,https://doi.org/10.1257/aer.20240617,1944-7981,American Economic Review,ECON,American Economic Association,4*,4*,4*
