doi,title,authors,affiliations,abstract,journal,published_date,crossref_type,url,source_issn,abs_journal_title,abs_field,abs_publisher,abs_ajg2024,abs_ajg2021,abs_ajg2018
10.1111/puar.70181,The Gendered Path of Least Resistance: First Entry and Exit Behaviors of Public and Nonprofit Employees,Tiana Marrese; Ying Liu; Femida Handy,School of Public Affairs and Administration Rutgers University Newark New Jersey USA; University of Rhode Island Kingston Rhode Island USA; School of Social Policy and Practice University of Pennsylvania Philadelphia Pennsylvania USA,"ABSTRACT Public and nonprofit organizations exhibit high rates of female employment often attributed to sector structures and social roles. To better understand how individual behaviors dynamically contribute to these distinctive ratios, we deconstruct public and nonprofit employment into gendered patterns of attraction and attachment. Using duration analysis and following a cohort from the National Longitudinal Survey of Youth 1997, this research finds that women demonstrate a higher attraction to their first public and nonprofit job compared to men, evidenced through a faster rate of entry into this employment. There are no significant gender differences when considering the duration of an individual's first stint in these sectors. Additional investigation finds that these sector‐level patterns, when decomposed to account for gender‐dominant professions, are driven by stronger female attraction to female‐dominated professions while masking higher female turnover from male‐dominated professions. Results inform recruitment and retention strategies for public and nonprofit organizations.",Public Administration Review,2026-08-13,journal-article,https://doi.org/10.1111/puar.70181,1540-6210,Public Administration Review,PUB SEC,Wiley-Blackwell,4*,4*,4*
10.1287/mnsc.2024.06528,The Debt Capacity of a Government,Bernard Dumas; Paul Ehling; Chunyu Yang,"INSEAD, Finance Area, 77305 Fontainebleau, France; and National Bureau of Economic Research (NBER), Cambridge, Massachusetts 02138; and Centre for Economic Policy Research (CEPR), 75007 Paris, France; BI Norwegian Business School, N 0444 Oslo, Norway","Fiscal costs of excessive debt should be assessed dynamically reflecting anticipated growth, deficits, and interest rates. Studying their joint behavior, with overlapping generations and structural deficits arising from social security, we define government debt capacity as the level that can be just sustained with current fiscal parameters unchanged all the way to an unstable steady state, in which primary deficits last forever. Below capacity, debt converges to a stable steady state. Above capacity, debt unravels. Exceeding capacity without unraveling requires higher future taxes or reduced expenditures, which is the true fiscal cost. With money, capacity increases with the target nominal interest rate if the Taylor coefficient is below one. Increasing capacity by subsidizing innovation is challenging as benefits hardly surpass costs. This paper was accepted by Lukas Schmid, finance. Funding: P. Ehling acknowledges support of the Centre for Advanced Study in Oslo, Norway, which funded and hosted his research project (Asset Pricing with Heterogeneous Investors in Overlapping Generations) during the 2024/25 academic year. Supplemental Material: The online appendices and data files are available at https://doi.org/10.1287/mnsc.2024.06528 .",Management Science,2025-12-12,journal-article,https://doi.org/10.1287/mnsc.2024.06528,1526-5501,Management Science,OR&MANSCI,Institute for Operations Research and the Management Sciences,4*,4*,4*
10.1002/joom.70057,Impact of Carbon Emission Trading Schemes on Firms' Environmental and Social Disclosure Under Institutional Pressure,Fu Jia; Yingjie Ju; Robert D. Klassen; Lujie Chen; Tobias Schoenherr,"College of Business Administration, Capital University of Economics and Business Beijing China; School of Management Science and Engineering, University of Jinan Jinan Shandong China; Ivey Business School, University of Western Ontario London Ontario Canada; International Business School Suzhou, Xi'an Jiaotong‐Liverpool University Suzhou Jiangsu China; Department of Supply Chain Management, Broad College of Business Michigan State University East Lansing Michigan USA","ABSTRACT Carbon emissions trading schemes (CETS) are a prominent market‐based instrument for addressing climate change, yet their effects on corporate disclosure remain insufficiently understood. Drawing on institutional theory, we develop a pressure–capability–cognition framework to examine how CETS influence firms' environmental and social (E&S) disclosure and how institutional pressures and internal organizational factors shape heterogeneous disclosure responses. Exploiting the staggered implementation of China's CETS between 2013 and 2024 as a quasi‐natural experiment, we employ a multi‐period difference‐in‐differences design using 16,348 firm‐year observations from 1682 listed firms between 2010 and 2024. We report three principal findings. First, CETS significantly increase the level of firm E&S disclosure, indicating that the influence of CETS extends beyond environmental reporting to social responsibility disclosure. Second, institutional pressures generate distinct disclosure strategies. Under coercive participation, CETS exhibits a marginally significant positive effect on social disclosure but no significant effect on environmental disclosure, consistent with a legitimacy compensation mechanism whereby firms offset environmental legitimacy deficits through low‐cost, highly visible symbolic reporting. By contrast, under non‐coercive participation, CETS significantly promotes both environmental and social disclosure, suggesting that firms use disclosure as a strategic signaling device. Third, operational efficiency negatively moderates the CETS–disclosure relationship, whereas managerial environmental focus positively moderates this relationship, revealing that internal capabilities and managerial cognition condition the effectiveness of institutional pressures in shaping disclosure outcomes. These findings contribute to sustainable operations management research by demonstrating how institutional pressures interact with operational capabilities and managerial cognition to shape corporate sustainability disclosure.",Journal of Operations Management,2026-08-12,journal-article,https://doi.org/10.1002/joom.70057,1873-1317,Journal of Operations Management,OPS&TECH,Wiley-Blackwell,4*,4*,4*
10.5465/amr.2026.0577,Attribution Error in Mutual Learning: Noise Versus Systematic Bias—A Reply to “Copying the Wrong Winner? When Noisy Attribution Reverses Mutual Learning Prescriptions”,Jerker Denrell; Michael Christensen; Thorbjørn Knudsen; Chengwei Liu,University of Warwick; University of Southern Denmark; Frankfurt School of Finance & Management; Imperial College London,,Academy of Management Review,2026-08-13,journal-article,https://doi.org/10.5465/amr.2026.0577,1930-3807,Academy of Management Review,ETHICS-CSR-MAN,Academy of Management,4*,4*,4*
10.1002/gsj.70028,Global strategy in a changing world: Why we need classic theories,Liena Kano; Catherine Welch,"Strategy and Global Management, International Family Business, Haskayne School of Business University of Calgary Calgary Alberta Canada; Strategic Management. Trinity Business School Trinity College Dublin Dublin Ireland","Abstract Research Summary In their Point article, Van Assche and Lindner argue that recent geopolitical developments require revisiting theoretical assumptions underlying global strategy research. We question both the scope of the empirical changes they describe and the implication that existing frameworks have become inadequate. Rising state activism is significant but uneven across countries and sectors. Calls for revising core assumptions risk conflating contextual shifts with theoretical limitations. We argue that established theoretical traditions remain valuable when applied with conceptual precision and empirical discipline. We illustrate this using new internalization theory to explain firm–state interaction under geopolitical volatility. We then outline five pathways for engaging with existing theory to address empirical shifts, drawing on concrete examples of classic strategy and international business theories. Managerial Summary Today's global business environment is more politically charged and less predictable than in recent decades. Governments are intervening more actively, geopolitical tensions are reshaping supply chains, and multinational enterprises (MNEs) face growing pressure from regulators and society. Our study argues that these changes do not make existing global strategy frameworks obsolete. Rather, they make them more necessary. Established ideas continue to help managers organize cross‐border operations under uncertainty, manage complex interdependencies with governments and partners, and respond strategically to increasingly turbulent environments. The practical message is that MNE managers do not need an entirely new toolkit to navigate current disruption. In their strategic planning, managers need to apply existing strategic tools more carefully, broadly, and consistently.",Global Strategy Journal,2026-08-13,journal-article,https://doi.org/10.1002/gsj.70028,2042-5805,Global Strategy Journal,STRAT,Wiley-Blackwell,4,4,3.0
10.1177/00380385261455236,Becoming a school refuser: A sociological study of long-term school absence in Sweden,Emma Laurin,"Department of Special Education, Stockholm University, Stockholm, Sweden","Despite long-term school absence having serious consequences for both children and parents, research on their experiences remains limited. The purpose of this article is to explore the process through which children become school refusers. The analysis draws on Bourdieu’s sociology and is based on interviews with 20 Swedish mothers of children they described as school refusers (in Swedish: ‘hemmasittare’). Three core contributions are outlined: First , the study adds nuance to discussions on the definitions of school absence by analysing extended school absence as a phased process linked to habitus transformation, emphasising its transformative nature. Second , the analysis highlights how school absence is influenced by medicalisation, the family’s economic, social, and cultural capital, and contemporary forms of parenting. Lastly , the study discusses school refusal as a reflection of societal tensions concerning the doxa (common beliefs) that positions education as essential, success in school as the norm, and school attendance as non-negotiable.",Sociology,2026-08-13,journal-article,https://doi.org/10.1177/00380385261455236,1469-8684,Sociology,SOC SCI,SAGE,4,4,4
10.1080/00343404.2026.2696384,"Lights, camera, coopetition: film and television production in a peripheral region",Judith Woods; Frank Crowley; Rodney McAdam; Nola Hewitt-Dundas,Ulster University; University College Cork; Queen's University,,Regional Studies,2026-08-13,journal-article,https://doi.org/10.1080/00343404.2026.2696384,1360-0591,Regional Studies,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Taylor & Francis,4,4,3.0
10.1080/00343404.2026.2696397,Natural resources in entrepreneurial ecosystem evolution: leadership challenges in peripheries,Gianni Romaní; Miguel Atienza; Colin Mason,Universidad Católica del Norte; University of Glasgow,,Regional Studies,2026-08-13,journal-article,https://doi.org/10.1080/00343404.2026.2696397,1360-0591,Regional Studies,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Taylor & Francis,4,4,3.0
10.1080/00343404.2026.2699808,The effect of polycentric urban spatial structure on individual housing affordability in China,Wan Li; Qianqian Liu; Shuaishuai Han; Zhensheng Kuang,Zhengzhou University; Nanjing Normal University; Henan University of Science and Technology,,Regional Studies,2026-08-13,journal-article,https://doi.org/10.1080/00343404.2026.2699808,1360-0591,Regional Studies,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Taylor & Francis,4,4,3.0
10.1080/00343404.2026.2696392,Intertwining scenario ‘knowledges’ in strategic spatial planning: a ‘theories of truth’ perspective,Mikko Airikkala; Matti Sahlberg; Hanna Mattila; Raine Mäntysalo,Aalto University,,Regional Studies,2026-08-13,journal-article,https://doi.org/10.1080/00343404.2026.2696392,1360-0591,Regional Studies,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Taylor & Francis,4,4,3.0
