doi,title,authors,affiliations,abstract,journal,published_date,crossref_type,url,source_issn,abs_journal_title,abs_field,abs_publisher,abs_ajg2024,abs_ajg2021,abs_ajg2018
10.1111/puar.70145,"Governing Street‐Level Bureaucracies: The Organizational Shaping of Caseworkers. By KerstinJacobsson and HåkanJohansson, London: Routledge, 2025. 166 pp. $160.00 (hardcover) ISBN: 978‐1‐03‐233194‐2",Niyazi Karabulut,Necmettin Erbakan University Konya Turkey,,Public Administration Review,2026-06-02,journal-article,https://doi.org/10.1111/puar.70145,1540-6210,Public Administration Review,PUB SEC,Wiley-Blackwell,4*,4*,4*
10.1111/puar.70144,"The Politics of Collaborative Public Management: A Primer. By RobertAgranoff and AlexeiKolpakov, New York: Routledge, 2023. 278 pp. $55.99 (hardback). ISBN: 978‐1‐03‐247362‐8",Mashal‐E‐ Zehra,University of Illinois Chicago Chicago Illinois USA,,Public Administration Review,2026-06-02,journal-article,https://doi.org/10.1111/puar.70144,1540-6210,Public Administration Review,PUB SEC,Wiley-Blackwell,4*,4*,4*
10.1111/puar.70151,Rethinking Budgeting? An Analysis of Budget Theory and Reform for Modernizing Municipal Practice,Emily Boykin; Clifford McCue; David Goldman,Department of Social Sciences Augusta University Augusta Georgia USA; School of Public Administration Florida Atlantic University Boca Raton Florida USA,"ABSTRACT This study examines the persistent gap between budget theory and practice in local governments, using the Government Finance Officers Association's (GFOA) Rethinking Budgeting Initiative as a case study. Analyzing 32 GFOA publications from 2020 to 2024, we identify four key themes in the GFOA's attempt to modernize budgetary decision‐making: public values, behavioral science, coordination and collaboration, and fiscal prudence. Through a narrative synthesis grounded in budget theory, we find normative theories align with reforms emphasizing participatory practices and public values, while descriptive theories underpin traditional fiscal approaches. The endurance of incremental budgeting, despite reformist rhetoric, underscores the challenge of transforming budget practice. Our findings suggest meaningful reform depends on integrating behavioral insights, stakeholder collaboration, and value‐driven goals with theoretical frameworks. Ultimately, this study contributes to scholarly discourse by highlighting opportunities to advance budget theory and improve practitioner engagement, offering a pathway for more adaptive and responsive local government budgeting practices.",Public Administration Review,2026-06-02,journal-article,https://doi.org/10.1111/puar.70151,1540-6210,Public Administration Review,PUB SEC,Wiley-Blackwell,4*,4*,4*
10.1287/orsc.2024.19974,Shareholder Activism and Corporate Political Activity: A Governance Systems Perspective,Mark R. DesJardine; Wei Shi; Zhihui Sun,"Tuck School of Business, Dartmouth College, Hanover, New Hampshire 03755; Miami Herbert Business School, University of Miami, Coral Gables, Florida 33146; School of Accounting, Capital University of Economics and Business, Beijing 100070, China","Research documents that firms targeted by financially motivated shareholder activists often reduce spending in areas with uncertain or delayed payoffs. Yet, it is unclear whether this pattern extends to corporate political activity (CPA), particularly lobbying—an investment that is relatively inexpensive and can generate substantial benefits in the short run. We investigate how governance conditions shape the influence of block-holding activism on firm lobbying expenditures. Drawing on an emerging systems perspective on shareholder activism, we theorize how boards (as capability providers) and nonactivist shareholders (as sources of support) shape firms’ lobbying behavior amid shareholder activism. Using panel data on 4,991 U.S. public firms, we find that the influence of block-holding activism on lobbying depends on the governance context; firms with more political directors and greater ownership by lobbying-active shareholders sustain their lobbying following activism, whereas firms without these governance features reduce it. The influence of political directors is amplified when they have greater bandwidth, and the influence of lobbying-active shareholders is strengthened when they have held their positions longer. Our study contributes to CPA research by demonstrating that governance systems determine how activism shapes firms’ political strategies and extends the systems perspective on activism into nonmarket domains of strategy. Funding: M. R. DesJardine acknowledges research support from The Wharton School’s Impact, Value, and Sustainable Business Initiative. W. Shi acknowledges financial support from the University of Miami Provost Research Award. Z. Sun acknowledges financial support from the National Natural Science Foundation of China [Grant 72502157] as well as the Humanities and Social Science Foundation of the Ministry of Education of China [Grant 24YJC630189]. Supplemental Material: The online appendix is available at https://doi.org/10.1287/orsc.2024.19974 .",Organization Science,2026-06-02,journal-article,https://doi.org/10.1287/orsc.2024.19974,1526-5455,Organization Science,ORG STUD,Institute for Operations Research and the Management Sciences,4*,4*,4*
10.1287/mnsc.2023.02573,Dropping Standardized Testing for Admissions Trades Off Information and Access,Nikhil Garg; Hannah Li; Faidra Monachou,"School of Operations Research and Information Engineering, Cornell University, Ithaca, New York 14853; and Cornell Tech, New York, New York 10044; Decision, Risk, and Operations, Columbia Business School, New York, New York 10023; School of Management, Yale University, New Haven, Connecticut 06511","We study the role of information and access in capacity-constrained selection problems with fairness concerns. We develop a statistical discrimination framework, where each applicant has multiple features and is potentially strategic. The model formalizes the tradeoff between the (potentially positive) informational role of a feature and its (negative) exclusionary nature when members of different social groups have unequal access to this feature. Our framework finds a natural application to policy debates on dropping standardized testing in admissions. Our primary takeaway is that the decision to drop a feature (such as test scores) cannot be made without the joint context of the information provided by other features and how the requirement affects the applicant pool composition. Dropping a feature may exacerbate disparities by decreasing the amount of information available for each applicant, especially those from nontraditional backgrounds. However, in the presence of access barriers to a feature, the interaction between the informational environment and the effect of access barriers on the applicant pool size becomes highly complex. Furthermore, we consider an extension with two schools and costly tests, where strategic students decide whether to take the test or not. Our theoretical results reveal that the students’ test-taking behavior can be nonmonotonic. We characterize the two-school policy equilibria and show that each school’s optimal decision to drop the test critically depends on the other school’s test policy. Finally, using calibrated simulations, we demonstrate the presence of practical instances where the decision to eliminate standardized testing improves or worsens all metrics. Funding: This work was supported by the National Science Foundation [Grant 2339427]. This research uses public data from the Texas Higher Education Opportunity Project (THEOP) and acknowledges the following agencies that made THEOP data available through grants and support: the Ford Foundation, the Andrew W. Mellon Foundation, the William and Flora Hewlett Foundation, the Spencer Foundation, the National Science Foundation [Grant SES-0350990], the National Institute of Child Health & Human Development [Grant R24 H0047879], and the Office of Population Research at Princeton University. NG was also supported by Cornell Tech Urban Tech Hub, Google, Meta, and Amazon research awards. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.02573 .",Management Science,2026-06-02,journal-article,https://doi.org/10.1287/mnsc.2023.02573,1526-5501,Management Science,OR&MANSCI,Institute for Operations Research and the Management Sciences,4*,4*,4*
10.1287/mnsc.2023.02827,Estimation Errors as Regret Lower Bounds for Linear Contextual Bandits,Jiahao He; Jiheng Zhang; Rachel Q. Zhang,"Department of Industrial Engineering and Decision Analytics, The Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong Special Administrative Region, China; Tsingshan Institute for Advanced Business Studies and School of Management, Zhejiang University, Hangzhou 310058, China","Linear contextual bandits and their variants represent a fundamental class of models with wide real-world applications, usually solved using algorithms guided by parameter estimation. The Cauchy-Schwarz inequality established analytically that estimation errors dominate algorithm regrets. Therefore, accurate parameter estimation suffices to guarantee algorithms with low regrets. In this paper, we establish the necessity of accurate estimations in effective algorithms for linear contextual bandit problems by first constructing an estimator for any given algorithm. We then show that algorithm regrets dominate the estimation errors of their induced estimators under mild conditions. In other words, low-regret algorithms must imply accurate estimators, and developing low-regret algorithms is equivalent to finding efficient estimators, either implicitly or explicitly. Thus, our analysis reduces regret lower bounds to estimation errors, bridging lower bound analysis in bandit problems and regression analysis. This provides a framework for finding practical and informative regret lower bounds by leveraging the extensive estimation literature in Statistics. It leads to insightful lower bounds for a variety of contextual bandit problems in the literature, which are either new or tighter than existing ones. This paper was accepted by J. George Shanthikumar, data science. Funding: Financial support from the Hong Kong Research Grants Council [Grants 16200821, 16500023, 16500225, and T32-615/24-R] is gratefully acknowledged. Supplemental Material: The online appendix is available at https://doi.org/10.1287/mnsc.2023.02827 .",Management Science,2026-06-02,journal-article,https://doi.org/10.1287/mnsc.2023.02827,1526-5501,Management Science,OR&MANSCI,Institute for Operations Research and the Management Sciences,4*,4*,4*
10.1287/mnsc.2024.07804,Selecting and Testing Asset-Pricing Models: A Stepwise Approach,Guanhao Feng; Wei Lan; Hansheng Wang; Jun Zhang,"City University of Hong Kong, Kowloon 999077, Hong Kong SAR; Laboratory for Data Intelligence and Innovation in Finance and Economics, Center of Statistical Research, Southwestern University of Finance and Economics, Chengdu 611130, China; and Big Data Laboratory on Financial Security and Behavior (MOE Philosophy and Social Sciences Laboratory), Southwestern University of Finance and Economics, Chengdu 611130, China; Guanghua School of Management, Peking University, Beijing 100871, China; School of Statistics and Data Science, Southeast University, Nanjing 211189, China","The asset-pricing literature emphasizes factor models that minimize pricing errors but overlooks unselected candidate factors that could enhance the performance of test assets. This paper proposes a framework for factor model selection and testing by (i) selecting the optimal model that spans the joint efficient frontier of test assets and all candidate factors and (ii) testing pricing performance on both test assets and unselected candidate factors. Our framework updates a baseline model (e.g., capital asset-pricing model) sequentially by adding or removing factors based on asset-pricing tests. Ensuring model selection consistency, our framework utilizes the asset-pricing duality; minimizing cross-sectionally unexplained pricing errors aligns with maximizing the Sharpe ratio of the selected factor model. Empirical evidence shows that workhorse factor models fail asset-pricing tests, whereas our proposed eight-factor model is not rejected and exhibits robust out-of-sample performance. This paper was accepted by Lukas Schmid, finance. Funding: G. Feng acknowledges financial support from the Hong Kong Research Grants Council [Grant GRF11502023] and the National Natural Science Foundation of China [Grant 72203190]. G. Feng is partially supported by the InnoHK Initiative of the Innovation and Technology Commission of the Hong Kong SAR and the Laboratory for AI-Powered Financial Technologies. The research of W. Lan was supported by the National Key R&D Program of China [Grant 2022YFA1003702]; the National Natural Science Foundation of China [Grants 72422020, 72333001, and 12531011]; and the Joint Lab of Data Science and Business Intelligence at Southwestern University of Finance and Economics. The research of H. Wang was partially supported by the National Natural Science Foundation of China [Grants 72495123 and 12271012]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.07804 .",Management Science,2026-06-02,journal-article,https://doi.org/10.1287/mnsc.2024.07804,1526-5501,Management Science,OR&MANSCI,Institute for Operations Research and the Management Sciences,4*,4*,4*
10.1002/joom.70050,Issue Information,,,,Journal of Operations Management,2026-06-01,journal-article,https://doi.org/10.1002/joom.70050,1873-1317,Journal of Operations Management,OPS&TECH,Wiley-Blackwell,4*,4*,4*
10.1287/isre.2023.0626,The Impact of Threatening Cybersecurity Situations on Employees: A Conceptualization of Security Perplexity,Sebastian Lins; Malte Greulich; Daniel A. Pienta; Jason Bennett Thatcher; Ali Sunyaev,"Faculty of Economics and Management, University of Kassel, 34109 Kassel, Germany; Department of Business and Economics, Karlsruhe Institute of Technology, 76133 Karlsruhe, Germany; Department of Accounting & Information Management, University of Tennessee, Knoxville, Tennessee 37996; Leeds School of Business, University of Colorado, Boulder, Colorado 80309; School of Computation, Information and Technology, Technical University of Munich, 74076 Heilbronn, Germany","As the cybersecurity landscape shifts toward more sophisticated, artificial intelligence–enabled, and unpredictable threats, employees are increasingly targeted as the primary entry points for breaches. Modern incidents, such as zero-day exploits and ransomware, often present employees with situations that are technically complex and ambiguous. We show that these situations are often perplexing for employees. Security perplexity is a tense cognitive state experienced by employees in threatening cybersecurity situations, arising from a conflict between perceived pressure to act and a simultaneous state of confusion and uncertainty about how to do so. Through rigorous construct development and multistage testing, we demonstrate that perplexity disrupts how employees cope with threats. Left unmanaged, this tension reaches a tipping point where employees move from proactive protection to maladaptive behaviors like avoidance or emotion coping. Cybersecurity managers must shift their focus from simple threat detection toward action-clarity to better support their teams. Organizations should prioritize employee coping by providing procedural walkthroughs to build confidence. Implementing a ""pause-and-assess"" principle with decision checklists helps employees manage ambiguity, reduces emotional escalation, and ensures a more resilient organizational response.",Information Systems Research,2026-06-02,journal-article,https://doi.org/10.1287/isre.2023.0626,1526-5536,Information Systems Research,INFO MAN,Institute for Operations Research and the Management Sciences,4*,4*,4*
10.1057/s41267-026-00877-4,Forecasting under uncertainty: import penetration and analysts’ cultural advantage,In Gyun Baek; Minjae Koo,,,Journal of International Business Studies,2026-06-02,journal-article,https://doi.org/10.1057/s41267-026-00877-4,1478-6990,Journal of International Business Studies,IB&AREA,Springer Nature,4*,4*,4*
